MCEID;CENTREID;MCE_TYPE;USE_RAND36;USE_HONOS;USE_HONOSCA;MCE_STATUS;MCE_UPDATEDBY;MCE_UPDATED;HAS_END_REG;CONTROL_DATE;MCE_COMMENT;PATREG_COMPLETE;MCE_COMPLETE;THERREG_COMPLETE;PATIENT_ID;SSN;LASTNAME;FIRSTNAME;GENDER;AGE;PB_STATUS;PB_UPDATED;PB_UPDATEDBY;PB_COMMENT;EDEQ60_STATUS;EDEQ60_UPDATED;EDEQ60_UPDATEDBY;EDEQ60_COMMENT;SDQ_STATUS;SDQ_UPDATED;SDQ_UPDATEDBY;SDQ_COMMENT;SDQPARENT_STATUS;SDQPARENT_UPDATED;SDQPARENT_UPDATEDBY;SDQPARENT_COMMENT;HONOS_STATUS;HONOS_UPDATED;HONOS_UPDATEDBY;HONOS_COMMENT;HONOSCA_STATUS;HONOSCA_UPDATED;HONOSCA_UPDATEDBY;HONOSCA_COMMENT;CIA30_STATUS;CIA30_UPDATED;CIA30_UPDATEDBY;CIA30_COMMENT;RAND36_STATUS;RAND36_UPDATED;RAND36_UPDATEDBY;RAND36_COMMENT;SCL90_STATUS;SCL90_UPDATED;SCL90_UPDATEDBY;SCL90_COMMENT;DIAG_STATUS;DIAG_UPDATED;DIAG_UPDATEDBY;DIAG_COMMENT;BUPDIAG_STATUS;BUPDIAG_UPDATED;BUPDIAG_UPDATEDBY;BUPDIAG_COMMENT;MEDINF_STATUS;MEDINF_UPDATED;MEDINF_UPDATEDBY;MEDINF_COMMENT;PASOPP_STATUS;PASOPP_UPDATED;PASOPP_UPDATEDBY;PASOPP_COMMENT;PATEVAL_STATUS;PATEVAL_UPDATED;PATEVAL_UPDATEDBY;PATEVAL_COMMENT;KIDSCREEN_STATUS;KIDSCREEN_UPDATED;KIDSCREEN_UPDATEDBY;KIDSCREEN_COMMENT;INTERVENTION_STATUS;INTERVENTION_UPDATED;INTERVENTION_UPDATEDBY;INTERVENTION_COMMENT
171;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-08-10 11:14:24';0;;;-1;-1;-1;8;wTcd9ng7z0c=;8iClNhCEqKckgnpV9yfKmg==;VJ2u/nYZxao=;2;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-08-10 13:49:00';0;;;-1;-1;-1;8;wTcd9ng7z0c=;8iClNhCEqKckgnpV9yfKmg==;VJ2u/nYZxao=;2;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-05-25 10:52:28';0;;;-1;-1;-1;10;gCXECsyb448=;EB1jI9GFVe8=;XxDf42HHWrk=;2;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-05-12 14:28:26';0;;;-1;-1;-1;13;lLILIZSpTxc=;D/flFFTncACf1cL5wo62AOIHKdizBqGX;zYszFPRcdHobloL+rkkZoA==;2;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;TESTNO2;0;TRUE;;;0;;'2016-07-13 11:06:19';0;;;-1;-1;-1;13;lLILIZSpTxc=;D/flFFTncACf1cL5wo62AOIHKdizBqGX;zYszFPRcdHobloL+rkkZoA==;2;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-07 14:48:01';0;;;-1;-1;-1;14;4xtcpYpkcO8=;7vjl+f2nxLk=;3VTAryeA1Z8=;2;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;TESTNO;98;TRUE;TRUE;TRUE;1;CC;'2016-04-29 16:04:23';0;'2016-04-07';;1;0;0;15;3QAFGcelQtQ=;dlEGNcKcK6s=;f4Wg+4dQkecc9s+Ju0uXLg==;2;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;'2016-05-03 13:30:57';SC;;;;;;;;;;;;;;;;;;;;;;0;'2016-06-14 10:16:01';LC;
47;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-05-11 12:39:40';0;;;-1;-1;-1;19;WDBmsoxXkHE=;1THChUVRRug=;3hckKj1E03o=;1;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;TESTNO;98;TRUE;TRUE;TRUE;1;CC;'2016-05-04 15:51:41';0;'2016-05-04';;1;0;0;25;qxtnUoz6MZs=;GoSNJblq5pwxsLli+FBKxA==;NAx44wdxuyo=;1;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;'2016-07-07 14:53:16';LU;;;;;;;;;;;;;;;;;;;;;;0;'2016-07-19 14:51:59';LU;
50;TESTNO3;1;;;;1;LC3;'2016-05-13 10:11:15';0;'2016-03-07';;0;0;0;26;yg3Dt2A4BxPK+G3YoK+Uhg==;9pMM2U1uwfk=;+/t5nQTYSQU=;2;36;0;'2016-07-07 12:35:57';LC3;;0;'2016-05-13 10:14:55';LC3;;;;;;;;;;;;;;;;;;0;'2016-05-13 10:15:09';LC3;;;;;;0;'2016-07-07 12:36:07';LC3;;0;'2016-05-13 10:15:22';LC3;;;;;;0;'2016-05-13 10:15:39';LC3;;;;;;;;;;;;;;;;;
57;TESTNO;98;TRUE;TRUE;TRUE;1;LC;'2016-05-25 11:00:09';0;'2016-05-25';;1;0;0;31;H/HjEJ9pK4A=;t6+34ty8b0w=;EF5UlFcdJ7JM+qqV0SS0Lg==;2;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;'2016-06-28 10:25:27';LU;;;;;;;;;;;;;;;;;;;;;;0;'2016-06-14 10:15:37';LC;
63;TESTNO3;3;;;;1;LC3;'2016-06-02 13:13:05';0;'2016-05-10';;1;1;1;37;/Aovp15J75w=;CzL6yQf5BFI=;ZUzDiclTllU=;2;45;1;'2016-06-02 13:14:17';LC3;;1;'2016-06-02 13:29:48';LC3;;;;;;;;;;;;;;;;;;1;'2016-06-02 13:30:06';LC3;;;;;;1;'2016-06-02 13:15:06';LC3;;;;;;;;;;1;'2016-06-02 13:30:30';LC3;;;;;;;;;;;;;;;;;
82;TESTNO3;1;;;;1;LU3;'2016-06-15 14:16:31';0;'2016-06-15';;1;1;1;52;GFjMD3yv8mY=;FF7Tw6/2Olc=;pa0aS2C9Oiw=;1;31;1;'2016-07-06 16:11:24';LC3;;1;'2016-07-06 16:13:22';LC3;;;;;;;;;;;;;;;;;;1;'2016-07-06 16:13:55';LC3;;;;;;1;'2016-07-06 16:11:55';LC3;;1;'2016-07-06 16:14:36';LC3;;;;;;1;'2016-07-06 16:15:10';LC3;;;;;;;;;;;;;;;;;
89;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-20 11:13:00';0;;;-1;-1;-1;59;5k4NBtbRiew=;iuLZ557xOvo=;V9YuOUQM9LI=;1;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-20 12:25:49';0;;;-1;-1;-1;60;hdPn5dzBJSM=;pdSp4EmI4do=;hcIszi1HNfn9XMpdcN4wKorhWNIO3lWS;2;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;TESTNO3;3;;;;1;LU3;'2016-06-21 12:51:08';0;'2016-06-01';;1;1;1;61;qkuLAPSIDwU=;T3I70IL1nhnjHgJNV9zoQA==;6Pd7jQOnTgvxdwQ7Dgu3Vg==;2;23;1;'2016-06-28 15:49:14';LC3;;1;'2016-06-28 15:50:44';LC3;;;;;;;;;;;;;;;;;;1;'2016-06-28 15:51:01';LC3;;;;;;1;'2016-06-28 15:49:43';LC3;;;;;;;;;;1;'2016-06-21 12:52:44';LU3;;;;;;;;;;;;;;;;;
92;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-22 13:53:18';0;;;-1;-1;-1;62;OmpcVUO8XuM=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;TESTNO2;0;TRUE;;;0;;'2016-06-24 09:46:12';0;;;-1;-1;-1;63;h0C/1uIVDQQ=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;TESTNO2;0;TRUE;;;0;;'2016-06-27 14:26:14';0;;;-1;-1;-1;64;b+He1komhgk=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;TESTNO;98;TRUE;TRUE;TRUE;1;LU;'2016-06-29 15:16:31';0;'2016-06-29';;1;-1;-1;65;LZlrLhXgXYI=;DzE7lk7UksucGyhDtD+OL6ES2G1hgVs8;xygtoUyvkKo=;1;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;1;'2016-07-11 09:14:08';LC;
97;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-28 12:59:24';0;;;-1;-1;-1;66;lwWkbC/39eY=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-28 13:07:14';0;;;-1;-1;-1;67;fj5fuzxDD6s=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-28 13:13:52';0;;;-1;-1;-1;68;pNr6YudhewQ=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-29 08:32:59';0;;;-1;-1;-1;71;iVzKdoJ0AIU=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-29 10:03:53';0;;;-1;-1;-1;72;Mm2nxMM3Cow=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-29 10:02:29';0;;;-1;-1;-1;73;apckoTHmEbI=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-29 13:06:39';0;;;-1;-1;-1;78;bKMURnF9Ajk=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-06-29 15:13:28';0;;;-1;-1;-1;79;GmD66YN1Awg=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-04 15:19:56';0;;;-1;-1;-1;86;aTZutQVWmyE=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-04 15:20:32';0;;;-1;-1;-1;87;pOFqPJHTEAc=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-04 15:23:04';0;;;-1;-1;-1;89;G9niKU3yWl4=;wH7+xcrKFyg=;ZevBVDa8kMXkecp60VJ4GA==;2;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-04 15:26:12';0;;;-1;-1;-1;89;G9niKU3yWl4=;wH7+xcrKFyg=;ZevBVDa8kMXkecp60VJ4GA==;2;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-04 15:28:05';0;;;-1;-1;-1;89;G9niKU3yWl4=;wH7+xcrKFyg=;ZevBVDa8kMXkecp60VJ4GA==;2;93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-04 15:29:45';0;;;-1;-1;-1;90;b64C1YrRrr8=;RTQkJxYvTtAVPCwAoIgpkg==;a3Ul3CZf9ik=;1;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-04 15:35:41';0;;;-1;-1;-1;91;FGOvaFcpgXU=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;TESTNO2;0;TRUE;;;0;;'2016-07-13 11:05:57';0;;;-1;-1;-1;92;xGHyte7QdC8=;BHj9KwfPcT0=;KO/GnF1CEcM=;2;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;TESTNO3;3;;;;1;LC3;'2016-07-07 10:30:37';0;'2016-05-18';;1;1;1;93;BzDKkDGG0xo=;7B/b8TeDPbrWndIcngq5AA==;oUUaeukDN+KRtMT3sNt9IA==;2;22;1;'2016-07-07 10:32:32';LC3;;1;'2016-07-07 10:33:52';LC3;;;;;;;;;;;;;;;;;;1;'2016-07-07 10:34:06';LC3;;;;;;1;'2016-07-07 10:33:00';LC3;;;;;;;;;;1;'2016-07-07 10:34:47';LC3;;;;;;;;;;;;;;;;;
136;TESTNO3;3;;;;1;LC3;'2016-07-07 10:55:28';1;'2016-06-23';;1;1;1;94;vybiyzKcnfA=;TB4P2COmX0U=;MxjT/jLobGcEkIY89bwcRQ==;2;20;1;'2016-07-07 11:01:05';LC3;;1;'2016-07-07 11:02:49';LC3;;;;;;;;;;;;;;;;;;1;'2016-07-07 11:03:01';LC3;;;;;;1;'2016-07-07 11:01:39';LC3;;;;;;;;;;1;'2016-07-07 11:04:35';LC3;;;;;;;;;;;;;;;;;
137;TESTNO3;5;;;;1;LC3;'2016-07-07 10:57:35';0;'2016-07-07';;1;1;1;94;vybiyzKcnfA=;TB4P2COmX0U=;MxjT/jLobGcEkIY89bwcRQ==;2;20;;;;;1;'2016-07-07 11:06:42';LC3;;;;;;;;;;;;;;;;;;1;'2016-07-07 11:06:58';LC3;;;;;;1;'2016-07-07 11:05:28';LC3;;1;'2016-07-07 11:11:36';LC3;;;;;;1;'2016-07-07 11:12:03';LC3;;1;'2016-07-07 11:07:19';LC3;;1;'2016-07-07 11:07:39';LC3;;;;;;1;'2016-07-12 12:39:44';LU3;
139;TESTNO2;98;TRUE;;;1;LU2;'2016-07-07 11:42:23';0;'2016-07-07';;1;0;0;95;uCOxgEPjn7k=;d5DNE0dRTFccaq+IUNs3WQ==;m9JX4zb1cto=;2;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;'2016-07-07 11:43:23';LU2;;;;;;;;;;;;;;;;;;;;;;0;'2016-08-11 14:29:18';LU2;
143;TESTNO3;3;;;;1;LU3;'2016-07-07 14:32:32';0;'2016-07-06';;-1;-1;0;98;YIwYY3CHF7o=;5WLVSDZBffBhJ2WdZr9tcg==;KP7By2+kxZo=;2;60;-1;;;;-1;;;;;;;;;;;;;;;;;;;;0;'2016-08-11 15:09:53';LU3;;;;;;-1;;;;;;;;;;;;0;'2016-08-11 15:10:00';LU3;;;;;;;;;;;;;;;;;
144;TESTNO3;0;;;;0;;'2016-07-07 14:40:47';0;;;-1;-1;-1;99;ZtaYK7bJYko=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-08 15:16:43';0;;;-1;-1;-1;101;xATylH14pO0=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-08 15:18:10';0;;;-1;-1;-1;102;8QE9c9a+NUPOy0cBRIvoUA==;WKWvDmyX9SYrBPd87+n+UA==;Ku2vO3tX5kM=;2;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-08-10 11:15:25';0;;;-1;-1;-1;103;suLgGNAjotk=;P27mYbH+pxDLakEjdyOH+Q==;sWRoPviiVJap6LY6cYihPw==;2;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;TESTNO3;0;;;;0;;'2016-07-12 12:26:29';0;;;-1;-1;-1;108;nVBJV9e3hyg=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-12 12:54:16';0;;;-1;-1;-1;111;q2y++wfyCcc=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-12 12:55:04';0;;;-1;-1;-1;112;0kMHdkt/2Js=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-12 12:56:59';0;;;-1;-1;-1;114;JinA0N9soas=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-12 12:57:35';0;;;-1;-1;-1;115;SOWJnhHwSRw=;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;TESTNO;0;TRUE;TRUE;TRUE;0;;'2016-07-12 14:59:50';0;;;-1;-1;-1;121;LcCJmDJvE7FGZ8tHA6mPPw==;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;TESTNO3;1;;;;1;LU3;'2016-08-11 15:15:52';0;'2016-08-11';;1;-1;-1;122;HJqPSgRHotI=;L0ucllPnE2M=;cnekn3Ban8E=;2;78;1;'2016-08-11 15:16:56';LU3;;1;'2016-08-11 15:23:43';LU3;;;;;;;;;;;;;;;;;;1;'2016-08-11 15:24:26';LU3;;;;;;1;'2016-08-11 15:20:11';LU3;;1;'2016-08-11 15:26:58';LU3;;;;;;-1;;;;;;;;;;;;;;;;;;;
